,kreis_name,license_plate,einw,crimes,income,crime_rate,income_pp
642,Märkisch-Oderland,SRB,197195,12743,2218.484,0.06462131392783793,0.011250204112680342
643,Saale-Holzland-Kreis,SRO,82816,4373,1075.406,0.05280380602782071,0.012985485896445131
644,Steinfurt,ST,448197,25650,8029.25,0.05722929872355237,0.017914555429866776
645,Starnberg,STA,136610,4970,3316.909,0.03638093843788888,0.024280133225971744
646,Ludwigslust-Parchim,STB,211844,12661,2678.914,0.059765676629973,0.01264569211306433
647,Stade,STD,205357,11529,3179.198,0.05614125644609144,0.015481322769615839
648,Lichtenfels,STE,66722,2780,1380.951,0.04166541770330626,0.020697086418272833
649,Erzgebirgskreis,STL,331917,11803,4579.686,0.035560094842987854,0.013797684360849247
650,Sigmaringen,STO,417822,24944,8235.173999999999,0.05970006366347392,0.01970976635983744
651,Konstanz,STO,417822,24944,8235.173999999999,0.05970006366347392,0.01970976635983744
652,Rhein-Sieg-Kreis,SU,600375,30136,8676.431,0.05019529460753695,0.014451686029564856
653,Amberg-Sulzbach,SUL,102998,2748,1490.142,0.02668012971125653,0.014467678984057944
654,Schweinfurt,SW,168971,9148,4583.576,0.05413946771931278,0.02712640630640761
655,Schweinfurt,SW,168971,9148,4583.576,0.05413946771931278,0.02712640630640761
656,Rheingau-Taunus-Kreis,SWA,187433,5903,2504.622,0.031493920494256616,0.01336275895920142
657,Diepholz,SY,218072,10572,3328.816,0.048479401298653656,0.01526475659415239
658,Salzgitter,SZ,103866,5867,2983.378,0.05648624188858722,0.028723335836558644
659,Erzgebirgskreis,SZB,331917,11803,4579.686,0.035560094842987854,0.013797684360849247
660,Waldshut,SÄK,171237,6850,2827.112,0.040003036726875614,0.01650993652072858
661,Sömmerda,SÖM,69107,3579,964.178,0.05178925434471182,0.013951958557020272
662,Südliche Weinstraße,SÜW,110783,4952,1565.905,0.04469999909733443,0.014134885316339149
663,Main-Tauber-Kreis,TBB,132684,5216,3033.023,0.039311446745651325,0.02285899580959272
664,Nordsachsen,TDO,197444,12031,3150.306,0.06093373310913474,0.015955440529973056
665,Steinfurt,TE,448197,25650,8029.25,0.05722929872355237,0.017914555429866776
666,Rostock,TET,217072,10585,2912.705,0.048762622539986734,0.013418151581042235
667,Teltow-Fläming,TF,171554,10834,2902.732,0.06315212702705854,0.01692022336990102
668,Nordsachsen,TG,197444,12031,3150.306,0.06093373310913474,0.015955440529973056
669,Tirschenreuth,TIR,71696,2564,1318.869,0.03576210667261772,0.018395294019192144
670,Nordsachsen,TO,197444,12031,3150.306,0.06093373310913474,0.015955440529973056
671,Uckermark,TP,118250,7747,1659.494,0.06551374207188161,0.014033775898520083
672,Trier-Saarburg,TR,261207,19383,4471.135,0.07420551516613261,0.017117209722557206
673,Trier,TR,261207,19383,4471.135,0.07420551516613261,0.017117209722557206
674,Traunstein,TS,177485,6605,3757.156,0.03721441248556216,0.02116886497450489
675,Bodenseekreis,TT,217901,9285,6066.743,0.04261109402893975,0.027841740056264084
676,Tuttlingen,TUT,141682,5258,3910.053,0.037111277367626094,0.027597387106336725
677,Bad Tölz-Wolfratshausen,TÖL,128212,4053,2028.572,0.031611705612579165,0.015822013540074252
678,Tübingen,TÜ,228471,9352,4683.904,0.04093298493025373,0.020501087665392985
679,Uelzen,UE,92566,4973,1357.913,0.053723829483827756,0.014669673530237884
680,Vorpommern-Greifswald,UEM,235773,15107,3433.87,0.06407434269403198,0.014564305497236748
681,Neustadt an der Aisch-Bad Windsheim,UFF,101272,2770,1609.13,0.027352081523027094,0.015889189509439926
682,Unstrut-Hainich-Kreis,UH,101698,6738,1440.619,0.06625499026529529,0.014165657141733366
683,Ulm,UL,324609,15070,9054.752,0.046425083716101524,0.027894334414634223
684,Alb-Donau-Kreis,UL,324609,15070,9054.752,0.046425083716101524,0.027894334414634223
685,Uckermark,UM,118250,7747,1659.494,0.06551374207188161,0.014033775898520083
686,Unna,UN,393618,25496,6687.625,0.06477346056328724,0.016990140186678455
687,Hochtaunuskreis,USI,237281,10590,6252.546,0.04463062782102233,0.0263508076921456
688,Vogtlandkreis,V,223905,13866,3264.695,0.06192804984256716,0.014580715035394477
689,Ludwigsburg,VAI,544971,21945,13125.153,0.04026819775731186,0.024084131082204373
690,Vogelsbergkreis,VB,105506,3483,1642.682,0.033012340530396374,0.015569560025022274
691,Vechta,VEC,143698,6417,3395.45,0.044656153878272487,0.023629069298111316
692,Verden,VER,137574,8146,2307.647,0.05921176966577987,0.016773859886315728
693,Vorpommern-Greifswald,VG,235773,15107,3433.87,0.06407434269403198,0.014564305497236748
694,Rottal-Inn,VIB,399474,11544,6673.514999999999,0.028898000871145555,0.01670575556857267
695,Mühldorf am Inn,VIB,399474,11544,6673.514999999999,0.028898000871145555,0.01670575556857267
696,Landshut,VIB,399474,11544,6673.514999999999,0.028898000871145555,0.01670575556857267
697,Viersen,VIE,298536,17940,4606.94,0.06009325508481389,0.015431773722432134
698,Regen,VIT,77313,2298,1391.168,0.02972333242792286,0.017993972553128193
699,Saarbrücken,VK,327502,30987,8547.89,0.09461621608417659,0.02610026808996586
700,Neustadt an der Waldnaab,VOH,94645,3260,1481.51,0.034444503143325055,0.015653336150879604
701,Vorpommern-Rügen,VR,225383,15738,3177.618,0.06982780422658319,0.01409874746542552
702,Schwarzwald-Baar-Kreis,VS,212872,8620,4970.65,0.04049381788116803,0.023350417152091397
703,Wuppertal,W,355004,34691,7218.762,0.09772002568985139,0.020334311726065056
704,Waldeck-Frankenberg,WA,156528,5936,3386.15,0.03792292752734335,0.02163287079627926
705,Warendorf,WAF,277417,13248,4961.532,0.04775482396536622,0.017884743905384314
706,Wartburgkreis,WAK,159937,4543,1903.351,0.028404934442936906,0.011900629622914024
707,Herne,WAN,156940,13197,2418.124,0.0840894609404868,0.015407952083598827
708,Höxter,WAR,139729,6375,2141.52,0.04562402937113985,0.015326238647667986
709,Bochum,WAT,364454,32207,7625.84,0.08837054882097603,0.02092401235821256
710,Wittenberg,WB,124185,8619,1701.545,0.06940451745379876,0.013701695051737328
711,Eichsfeld,WBS,99463,4124,1425.454,0.04146265445442024,0.014331500155836844
712,Zwickau,WDA,312033,15024,5491.437,0.048148753497226256,0.017598898193460305
713,Weimar,WE,65098,6740,1179.056,0.10353620694952226,0.01811201573012996
714,Limburg-Weilburg,WEL,172291,7917,2988.451,0.04595132653475806,0.017345369171924245
715,Weiden in der Oberpfalz,WEN,42535,3231,1479.884,0.07596097331609263,0.03479214764311743
716,Augsburg,WER,353072,9919,5849.237,0.028093420038972222,0.01656669744414737
717,Dillingen an der Donau,WER,353072,9919,5849.237,0.028093420038972222,0.01656669744414737
718,Wesel,WES,460113,28916,7036.438,0.0628454314483616,0.015292847626561301
719,Wolfenbüttel,WF,119361,4583,1243.54,0.03839612603781805,0.010418310838548604
720,Ravensburg,WG,285888,13395,6302.508,0.04685401276024177,0.022045374412357287
721,Wilhelmshaven,WHV,75189,10421,1830.713,0.13859740121560335,0.024348149330354174
722,Wiesbaden,WI,278609,23110,9171.358,0.08294778704205535,0.032918383828232395
723,Bernkastel-Wittlich,WIL,112685,5373,1950.582,0.04768159027377202,0.017310041265474554
724,Nordwestmecklenburg,WIS,157975,9671,2082.073,0.0612185472384871,0.013179762620667826
725,Ennepe-Ruhr-Kreis,WIT,323130,22863,5802.635,0.070754804567821,0.017957586729799153
726,Werra-Meißner-Kreis,WIZ,100046,4597,1456.907,0.04594886352277952,0.014562371309197769
727,Ostprignitz-Ruppin,WK,98808,7625,1471.577,0.07716986478827625,0.014893298113513077
728,Harburg,WL,256016,12957,3162.171,0.05061011811761765,0.012351458502593587
729,Vorpommern-Greifswald,WLG,235773,15107,3433.87,0.06407434269403198,0.014564305497236748
730,Weilheim-Schongau,WM,136134,4966,2952.659,0.03647876357118721,0.021689357544772064
731,Börde,WMS,170567,9189,2541.576,0.05387325801591163,0.014900748679404574
732,Rems-Murr-Kreis,WN,427286,18492,8484.875,0.043277804561815736,0.01985760123196173
733,St. Wendel,WND,86458,3349,1306.767,0.03873557102870758,0.015114471766638138
734,Worms,WO,83459,6544,1648.188,0.07840975808480811,0.019748475299248735
735,Wolfsburg,WOB,123840,8274,9740.859,0.06681201550387597,0.07865680717054264
736,Kassel,WOH,237007,7138,4408.793,0.030117253920770273,0.018601952684941792
737,Freudenstadt,WOL,550944,30249,12406.675,0.05490394668060638,0.02251894021896962
738,Ortenaukreis,WOL,550944,30249,12406.675,0.05490394668060638,0.02251894021896962
739,München,WOR,614507,21043,22342.841,0.03424371081208188,0.036358969059750335
740,Bad Tölz-Wolfratshausen,WOR,614507,21043,22342.841,0.03424371081208188,0.036358969059750335
741,Starnberg,WOR,614507,21043,22342.841,0.03424371081208188,0.036358969059750335
742,Freyung-Grafenau,WOS,78355,1839,1223.217,0.02347010401378342,0.015611218173696638
743,Harz,WR,210975,18881,2960.601,0.08949401587865861,0.01403294703163882
744,Mecklenburgische Seenplatte,WRN,258057,15356,4031.614,0.05950623311903959,0.0156229592686887
745,Mühldorf am Inn,WS,378204,17307,6549.855,0.045761017863375324,0.0173183123393724
746,Rosenheim,WS,378204,17307,6549.855,0.045761017863375324,0.0173183123393724
747,Burgenlandkreis,WSF,177590,13767,2414.552,0.07752125682752407,0.013596216003153331
748,Ammerland,WST,125643,4818,2060.058,0.038346744347078625,0.016396122346648837
749,Görlitz,WSW,250558,20333,3569.648,0.08115087125535804,0.014246793157672076
750,Waldshut,WT,171237,6850,2827.112,0.040003036726875614,0.01650993652072858
751,Osnabrück,WTL,359471,16093,5789.596,0.04476856269351352,0.016105877803772765
752,Wittmund,WTM,57384,2966,751.451,0.05168688136065802,0.013095131046981737
753,Weißenburg-Gunzenhausen,WUG,95117,3382,1594.391,0.03555620972065982,0.01676241891565125
754,Wunsiedel im Fichtelgebirge,WUN,71974,4052,1548.508,0.05629810764998472,0.021514824797843668
755,Leipzig,WUR,258386,14493,3245.622,0.05609050025930198,0.01256113721331651
756,Westerwaldkreis,WW,202830,9418,3474.178,0.04643297342602179,0.017128521421880392
757,Lahn-Dill-Kreis,WZ,253373,9287,5276.147,0.03665347136435216,0.020823635509703085
758,Börde,WZL,170567,9189,2541.576,0.05387325801591163,0.014900748679404574
759,Würzburg,WÜ,289651,13785,7412.579,0.047591756976499304,0.025591415185861603
760,Würzburg,WÜ,289651,13785,7412.579,0.047591756976499304,0.025591415185861603
761,Cham,WÜM,128094,4091,2549.895,0.031937483410620325,0.01990643589863694
762,Zwickau,Z,312033,15024,5491.437,0.048148753497226256,0.017598898193460305
763,Anhalt-Bitterfeld,ZE,157217,11621,2324.662,0.07391694282424928,0.014786327178358573
764,Cochem-Zell,ZEL,61578,3004,1013.707,0.048783656500698304,0.016462161811036408
765,Görlitz,ZI,250558,20333,3569.648,0.08115087125535804,0.014246793157672076
766,Schwalm-Eder-Kreis,ZIG,179840,6363,3255.845,0.035381450177935946,0.018104120329181492
767,Erzgebirgskreis,ZP,331917,11803,4579.686,0.035560094842987854,0.013797684360849247
768,Greiz,ZR,96668,4483,1174.567,0.04637522241072537,0.012150525509992965
769,Zweibrücken,ZW,128913,5446,1619.634,0.04224554544537789,0.012563775569570175
770,Südwestpfalz,ZW,128913,5446,1619.634,0.04224554544537789,0.012563775569570175
771,Burgenlandkreis,ZZ,177590,13767,2414.552,0.07752125682752407,0.013596216003153331
772,Hohenlohekreis,ÖHR,112765,4085,3395.493,0.03622577927548441,0.030111231321775372
773,Ravensburg,ÜB,634735,29123,14988.444,0.045882139790621286,0.023613703356518863
774,Sigmaringen,ÜB,634735,29123,14988.444,0.045882139790621286,0.023613703356518863
775,Bodenseekreis,ÜB,634735,29123,14988.444,0.045882139790621286,0.023613703356518863
